"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"43","2011-03-08 05:00:00",1,0,1,1,8.2,11.365,69,7.0015,2,8,10
"44","2011-04-17 01:00:00",2,0,0,1,17.22,21.21,67,15.0013,6,25,31
"45","2011-01-10 22:00:00",1,0,1,1,5.74,7.575,59,11.0014,2,22,24
"46","2012-09-16 10:00:00",3,0,0,1,25.42,31.06,50,7.0015,160,330,490
"47","2012-02-19 01:00:00",1,0,0,2,13.12,15.15,39,16.9979,10,62,72
"48","2011-08-08 03:00:00",3,0,1,1,27.06,29.545,89,0,1,0,1
"49","2012-08-10 17:00:00",3,0,1,1,32.8,37.12,52,19.0012,111,619,730
"50","2011-10-07 09:00:00",4,0,1,1,19.68,23.485,77,0,34,207,241
"51","2011-08-19 09:00:00",3,0,1,1,28.7,32.575,65,8.9981,31,187,218
"52","2011-12-12 14:00:00",4,0,1,2,13.12,16.665,53,8.9981,16,95,111
"53","2011-01-11 09:00:00",1,0,1,2,7.38,9.85,51,11.0014,3,127,130
"54","2012-05-06 11:00:00",2,0,0,1,22.96,26.515,73,7.0015,144,270,414
"55","2012-05-01 08:00:00",2,0,1,2,21.32,25,94,19.0012,19,538,557
"56","2012-08-15 14:00:00",3,0,1,2,31.16,34.85,52,19.9995,94,161,255
"57","2012-05-19 18:00:00",2,0,0,1,30.34,32.575,33,6.0032,254,391,645
"58","2011-06-03 02:00:00",2,0,1,1,22.96,26.515,43,15.0013,0,12,12
"59","2011-10-18 01:00:00",4,0,1,2,18.86,22.725,88,0,4,7,11
"60","2011-05-04 20:00:00",2,0,1,1,16.4,20.455,62,22.0028,17,174,191
"61","2011-09-02 01:00:00",3,0,1,3,25.42,29.545,73,7.0015,4,28,32
"62","2011-03-06 11:00:00",1,0,0,2,17.22,21.21,100,15.0013,18,44,62
"63","2012-01-06 02:00:00",1,0,1,1,9.02,11.365,69,11.0014,2,3,5
"64","2011-07-08 02:00:00",3,0,1,2,28.7,33.335,74,11.0014,10,12,22
"65","2012-06-08 18:00:00",2,0,1,1,31.16,33.335,27,15.0013,147,576,723
"66","2011-12-17 16:00:00",4,0,0,1,11.48,13.635,45,15.0013,30,192,222
"67","2011-05-04 21:00:00",2,0,1,1,16.4,20.455,62,11.0014,17,133,150
"68","2011-08-13 17:00:00",3,0,0,2,29.52,34.85,74,16.9979,97,172,269
"69","2012-04-04 06:00:00",2,0,1,2,17.22,21.21,58,0,6,120,126
"70","2012-02-06 12:00:00",1,0,1,1,13.12,15.91,61,11.0014,19,131,150
"71","2011-03-12 09:00:00",1,0,0,1,11.48,14.395,65,7.0015,25,76,101
"72","2012-12-03 20:00:00",4,0,1,2,18.86,22.725,77,0,16,284,300
"73","2012-10-10 19:00:00",4,0,1,2,22.96,26.515,46,39.0007,32,534,566
"74","2012-06-13 07:00:00",2,0,1,1,24.6,28.03,83,19.9995,25,480,505
"75","2012-02-15 12:00:00",1,0,1,1,15.58,19.695,46,26.0027,11,152,163
"76","2012-09-03 09:00:00",3,1,0,2,28.7,33.335,84,8.9981,71,158,229
"77","2012-05-09 05:00:00",2,0,1,2,22.96,26.515,88,8.9981,1,27,28
"78","2011-09-18 23:00:00",3,0,0,1,22.14,25.76,68,12.998,10,44,54
"79","2012-09-07 21:00:00",3,0,1,1,28.7,33.335,74,11.0014,55,246,301
"80","2011-07-19 08:00:00",3,0,1,2,31.16,36.365,70,11.0014,31,381,412
"81","2011-10-01 03:00:00",4,0,0,1,18.86,22.725,59,27.9993,8,17,25
"82","2011-02-14 04:00:00",1,0,1,1,13.12,15.15,53,19.0012,0,2,2
"83","2012-07-02 14:00:00",3,0,1,1,35.26,37.88,34,15.0013,79,151,230
"84","2011-07-05 11:00:00",3,0,1,1,31.98,34.85,46,7.0015,75,97,172
"85","2012-07-03 06:00:00",3,0,1,1,28.7,32.575,65,8.9981,5,149,154
"86","2011-10-03 19:00:00",4,0,1,1,16.4,20.455,76,0,15,300,315
"87","2012-12-17 03:00:00",4,0,1,2,14.76,18.94,93,0,0,3,3
"88","2011-07-12 01:00:00",3,0,1,1,28.7,33.335,79,6.0032,6,8,14
"89","2012-05-09 23:00:00",2,0,1,3,19.68,23.485,82,12.998,8,47,55
"90","2011-01-01 13:00:00",1,0,0,2,18.86,22.725,72,19.9995,47,47,94
"91","2012-06-07 17:00:00",2,0,1,1,29.52,32.575,34,16.9979,91,778,869
"92","2012-10-14 00:00:00",4,0,0,1,16.4,20.455,71,16.9979,8,103,111
"93","2011-07-19 00:00:00",3,0,1,1,30.34,34.85,66,7.0015,25,26,51
"94","2011-12-05 08:00:00",4,0,1,1,13.12,17.425,93,0,12,392,404
"95","2011-09-14 00:00:00",3,0,1,1,25.42,29.545,78,6.0032,5,28,33
"96","2012-03-18 03:00:00",1,0,0,2,18.04,21.97,88,8.9981,3,15,18
"97","2012-10-12 17:00:00",4,0,1,1,18.86,22.725,38,26.0027,131,706,837
"98","2011-01-16 15:00:00",1,0,0,1,10.66,12.12,38,16.9979,35,78,113
"99","2011-03-17 18:00:00",1,0,1,2,18.86,22.725,59,11.0014,50,260,310
"100","2011-10-12 06:00:00",4,0,1,2,22.14,25.76,88,16.9979,5,107,112
"101","2012-08-10 02:00:00",3,0,1,1,28.7,33.335,74,11.0014,6,14,20
"102","2011-02-10 23:00:00",1,0,1,1,4.92,7.575,42,7.0015,1,33,34
"103","2011-07-06 01:00:00",3,0,1,1,28.7,33.335,74,8.9981,4,11,15
"104","2011-06-09 01:00:00",2,0,1,1,30.34,35.605,79,7.0015,3,13,16
"105","2011-07-14 22:00:00",3,0,1,1,26.24,31.06,57,6.0032,42,134,176
"106","2011-05-07 21:00:00",2,0,0,1,22.14,25.76,49,15.0013,58,124,182
"107","2012-11-04 21:00:00",4,0,0,1,12.3,13.635,52,19.9995,16,71,87
"108","2011-10-11 13:00:00",4,0,1,2,24.6,29.545,73,12.998,42,138,180
"109","2011-08-09 06:00:00",3,0,1,1,29.52,33.335,64,0,6,95,101
"110","2011-04-19 17:00:00",2,0,1,1,22.96,26.515,60,7.0015,39,372,411
"111","2011-10-01 08:00:00",4,0,0,2,16.4,20.455,76,22.0028,9,58,67
"112","2012-08-09 17:00:00",3,0,1,1,35.26,37.88,36,16.9979,111,699,810
"113","2011-04-08 07:00:00",2,0,1,3,13.94,16.665,87,11.0014,4,109,113
"114","2011-08-17 04:00:00",3,0,1,1,26.24,30.305,73,0,0,5,5
"115","2011-02-15 11:00:00",1,0,1,1,10.66,12.12,25,16.9979,11,46,57
"116","2012-12-10 03:00:00",4,0,1,2,15.58,19.695,94,7.0015,0,4,4
"117","2011-04-13 22:00:00",2,0,1,1,17.22,21.21,67,12.998,10,89,99
"118","2011-05-06 20:00:00",2,0,1,1,21.32,25,48,7.0015,29,161,190
"119","2012-09-09 01:00:00",3,0,0,1,22.96,26.515,73,15.0013,20,104,124
"120","2011-09-10 22:00:00",3,0,0,1,26.24,29.545,78,0,49,126,175
"121","2011-05-11 09:00:00",2,0,1,1,21.32,25,72,8.9981,21,182,203
"122","2011-08-02 01:00:00",3,0,1,1,27.06,31.06,74,7.0015,4,8,12
"123","2012-02-18 18:00:00",1,0,0,1,18.86,22.725,38,19.9995,70,176,246
"124","2011-08-03 22:00:00",3,0,1,3,27.88,31.82,89,7.0015,11,66,77
"125","2012-12-09 06:00:00",4,0,0,3,16.4,20.455,94,7.0015,0,6,6
"126","2011-05-13 03:00:00",2,0,1,2,20.5,24.24,88,8.9981,2,2,4
"127","2011-02-07 07:00:00",1,0,1,1,7.38,12.12,86,0,6,89,95
"128","2011-03-04 16:00:00",1,0,1,1,14.76,17.425,46,12.998,17,101,118
"129","2012-04-14 00:00:00",2,0,0,1,16.4,20.455,58,8.9981,11,85,96
"130","2011-05-04 06:00:00",2,0,1,3,13.94,15.15,93,26.0027,0,21,21
"131","2011-12-18 17:00:00",4,0,0,1,11.48,13.635,46,11.0014,10,126,136
"132","2011-04-03 18:00:00",2,0,0,2,18.86,22.725,31,0,71,101,172
"133","2012-06-16 05:00:00",2,0,0,1,22.14,25.76,68,7.0015,2,21,23
"134","2011-01-06 20:00:00",1,0,1,1,8.2,10.605,51,11.0014,3,66,69
"135","2012-07-04 17:00:00",3,1,0,1,37.72,42.425,35,19.9995,161,253,414
"136","2011-10-02 01:00:00",4,0,0,3,13.94,15.91,87,16.9979,1,23,24
"137","2012-04-15 08:00:00",2,0,0,1,21.32,25,59,0,33,64,97
"138","2012-10-05 14:00:00",4,0,1,1,30.34,32.575,37,15.0013,113,287,400
"139","2012-06-08 06:00:00",2,0,1,1,21.32,25,68,6.0032,8,131,139
"140","2011-02-09 14:00:00",1,0,1,1,8.2,9.09,34,19.9995,2,56,58
"141","2012-11-06 01:00:00",4,0,1,1,9.84,12.12,60,11.0014,0,8,8
"142","2012-12-18 16:00:00",4,0,1,1,18.04,21.97,41,31.0009,40,323,363
"143","2012-12-17 21:00:00",4,0,1,2,17.22,21.21,94,8.9981,6,114,120
"144","2012-03-16 20:00:00",1,0,1,1,18.86,22.725,88,0,31,204,235
"145","2011-12-04 09:00:00",4,0,0,1,12.3,16.665,81,0,12,114,126
"146","2011-11-07 01:00:00",4,0,1,1,13.94,18.18,87,0,2,6,8
"147","2011-04-04 11:00:00",2,0,1,1,24.6,31.06,40,26.0027,58,66,124
"148","2011-11-08 14:00:00",4,0,1,1,22.96,26.515,46,7.0015,32,129,161
"149","2012-10-15 02:00:00",4,0,1,2,23.78,27.275,64,23.9994,1,5,6
"150","2011-08-19 13:00:00",3,0,1,2,31.16,35.605,62,12.998,63,169,232
"151","2012-02-16 06:00:00",1,0,1,2,12.3,15.91,70,6.0032,4,83,87
"152","2011-01-05 06:00:00",1,0,1,1,8.2,9.85,47,15.0013,0,33,33
"153","2012-02-17 00:00:00",1,0,1,2,12.3,16.665,87,0,2,32,34
"154","2011-09-03 02:00:00",3,0,0,2,26.24,30.305,69,15.0013,15,26,41
"155","2012-04-07 02:00:00",2,0,0,1,14.76,16.665,29,23.9994,11,25,36
"156","2012-02-13 23:00:00",1,0,1,1,11.48,15.91,41,0,2,34,36
"157","2011-10-04 01:00:00",4,0,1,2,16.4,20.455,87,7.0015,1,8,9
"158","2012-10-13 13:00:00",4,0,0,1,18.86,22.725,36,12.998,235,435,670
"159","2011-02-17 19:00:00",1,0,1,1,19.68,23.485,55,22.0028,14,161,175
"160","2011-02-05 18:00:00",1,0,0,2,11.48,12.12,93,30.0026,2,81,83
"161","2011-04-11 23:00:00",2,0,1,3,23.78,27.275,60,0,16,38,54
"162","2012-11-03 04:00:00",4,0,0,2,13.12,15.15,49,19.9995,8,8,16
"163","2012-06-02 22:00:00",2,0,0,1,23.78,27.275,46,8.9981,52,176,228
"164","2012-12-01 07:00:00",4,0,0,2,9.84,12.12,87,8.9981,7,56,63
"165","2012-07-17 19:00:00",3,0,1,1,36.08,39.395,35,16.9979,69,478,547
"166","2011-02-09 07:00:00",1,0,1,1,2.46,5.305,49,7.0015,4,95,99
"167","2012-02-15 23:00:00",1,0,1,1,13.94,17.425,53,6.0032,4,54,58
"168","2011-02-14 12:00:00",1,0,1,1,22.96,26.515,22,30.0026,27,99,126
"169","2011-07-01 06:00:00",3,0,1,1,25.42,30.305,61,8.9981,11,97,108
"170","2011-11-02 09:00:00",4,0,1,1,13.94,18.18,87,0,15,213,228
"171","2012-11-17 00:00:00",4,0,0,1,12.3,15.15,52,11.0014,11,95,106
"172","2012-04-02 18:00:00",2,0,1,1,20.5,24.24,27,16.9979,75,543,618
"173","2011-07-02 04:00:00",3,0,0,1,25.42,30.305,61,0,3,8,11
"174","2012-07-01 17:00:00",3,0,0,1,37.72,40.15,26,19.9995,90,323,413
"175","2012-04-14 16:00:00",2,0,0,2,26.24,31.06,27,23.9994,253,329,582
"176","2012-04-18 12:00:00",2,0,1,3,18.86,22.725,51,7.0015,15,95,110
"177","2011-01-11 05:00:00",1,0,1,2,6.56,9.09,55,8.9981,0,6,6
"178","2011-01-16 16:00:00",1,0,0,1,9.84,11.365,38,15.0013,22,77,99
"179","2012-11-08 07:00:00",4,0,1,1,11.48,12.88,36,26.0027,12,411,423
"180","2011-02-15 12:00:00",1,0,1,1,11.48,13.635,24,16.9979,6,65,71
"181","2011-04-06 04:00:00",2,0,1,1,9.84,12.12,65,8.9981,0,1,1
"182","2011-06-05 19:00:00",2,0,0,1,27.88,31.82,65,11.0014,108,249,357
"183","2012-10-09 04:00:00",4,0,1,3,14.76,17.425,87,11.0014,1,6,7
"184","2012-03-11 18:00:00",1,0,0,1,21.32,25,29,19.0012,133,256,389
"185","2012-12-07 15:00:00",4,0,1,2,14.76,17.425,71,11.0014,34,269,303
"186","2011-04-08 04:00:00",2,0,1,2,13.94,16.665,86,8.9981,0,1,1
"187","2011-04-04 00:00:00",2,0,1,1,16.4,20.455,50,15.0013,1,5,6
"188","2012-04-12 12:00:00",2,0,1,1,18.86,22.725,41,30.0026,60,199,259
"189","2011-12-16 17:00:00",4,0,1,2,13.12,15.15,45,19.0012,13,352,365
"190","2012-03-11 04:00:00",1,0,0,1,9.84,12.12,60,8.9981,7,15,22
"191","2012-05-13 04:00:00",2,0,0,2,22.14,25.76,68,12.998,2,7,9
"192","2012-04-10 23:00:00",2,0,1,1,14.76,16.665,40,27.9993,14,48,62
"193","2011-01-15 00:00:00",1,0,0,1,7.38,12.12,55,0,3,25,28
"194","2011-11-12 23:00:00",4,0,0,1,16.4,20.455,58,11.0014,23,78,101
"195","2012-12-11 14:00:00",4,0,1,2,15.58,19.695,50,15.0013,19,185,204
"196","2011-03-01 02:00:00",1,0,1,1,9.84,10.605,65,26.0027,0,4,4
"197","2012-03-07 02:00:00",1,0,1,1,12.3,14.395,56,19.0012,0,4,4
"198","2011-03-02 13:00:00",1,0,1,1,20.5,24.24,25,0,35,90,125
"199","2012-09-08 07:00:00",3,0,0,1,27.06,29.545,89,19.0012,11,71,82
"200","2011-05-14 12:00:00",2,0,0,3,21.32,25,100,6.0032,75,204,279
"201","2011-06-01 13:00:00",2,0,1,1,36.9,40.91,37,12.998,29,125,154
"202","2011-02-07 16:00:00",1,0,1,2,14.76,17.425,57,8.9981,16,98,114
"203","2011-05-11 15:00:00",2,0,1,1,26.24,31.06,41,0,48,131,179
"204","2012-02-06 08:00:00",1,0,1,1,6.56,9.09,86,8.9981,10,434,444
"205","2012-01-19 02:00:00",1,0,1,1,5.74,7.575,50,8.9981,0,3,3
"206","2011-03-10 17:00:00",1,0,1,2,18.04,21.97,0,26.0027,2,109,111
"207","2011-12-19 10:00:00",4,0,1,1,9.84,11.365,67,12.998,12,96,108
"208","2012-12-08 22:00:00",4,0,0,2,15.58,19.695,94,7.0015,23,137,160
"209","2012-04-17 06:00:00",2,0,1,1,24.6,31.06,46,16.9979,8,136,144
"210","2011-12-01 16:00:00",4,0,1,1,16.4,20.455,40,12.998,9,192,201
"211","2011-06-07 23:00:00",2,0,1,1,27.88,31.82,79,7.0015,18,72,90
"212","2011-06-14 02:00:00",2,0,1,1,24.6,31.06,49,19.0012,2,8,10
"213","2012-12-11 22:00:00",4,0,1,1,12.3,14.395,56,15.0013,6,100,106
"214","2012-02-03 22:00:00",1,0,1,1,13.94,17.425,49,7.0015,3,116,119
"215","2012-05-03 23:00:00",2,0,1,1,24.6,28.03,83,0,21,100,121
"216","2012-03-04 22:00:00",1,0,0,1,10.66,12.12,41,16.9979,9,53,62
"217","2011-01-12 06:00:00",1,0,1,1,4.92,7.575,93,8.9981,0,16,16
"218","2012-06-15 19:00:00",2,0,1,1,28.7,31.82,42,11.0014,98,369,467
"219","2011-04-03 03:00:00",2,0,0,1,12.3,16.665,61,0,3,8,11
"220","2011-04-05 17:00:00",2,0,1,1,17.22,21.21,38,27.9993,27,246,273
"221","2012-06-13 01:00:00",2,0,1,1,26.24,29.545,78,0,7,21,28
"222","2011-09-08 05:00:00",3,0,1,3,25.42,27.275,94,6.0032,1,13,14
"223","2011-07-09 10:00:00",3,0,0,1,31.16,34.85,52,11.0014,87,177,264
"224","2011-09-14 17:00:00",3,0,1,1,31.16,34.85,52,19.0012,87,512,599
"225","2012-02-10 12:00:00",1,0,1,2,12.3,15.15,42,8.9981,8,168,176
"226","2011-11-01 14:00:00",4,0,1,1,20.5,24.24,48,16.9979,32,118,150
"227","2012-08-09 13:00:00",3,0,1,1,35.26,39.395,41,7.0015,80,201,281
"228","2012-08-18 12:00:00",3,0,0,1,31.16,33.335,37,12.998,266,388,654
"229","2012-09-06 02:00:00",3,0,1,1,29.52,34.85,79,0,1,7,8
"230","2011-05-06 13:00:00",2,0,1,1,23.78,27.275,40,22.0028,71,182,253
"231","2012-09-05 17:00:00",3,0,1,1,31.16,36.365,66,16.9979,83,780,863
"232","2011-05-04 15:00:00",2,0,1,1,19.68,23.485,51,27.9993,22,107,129
"233","2011-02-06 03:00:00",1,0,0,1,10.66,14.395,60,6.0032,3,10,13
"234","2012-07-13 09:00:00",3,0,1,2,29.52,33.335,51,0,70,344,414
"235","2012-08-08 05:00:00",3,0,1,2,27.88,31.82,89,11.0014,3,40,43
"236","2011-08-14 09:00:00",3,0,0,3,27.06,29.545,89,19.0012,27,76,103
"237","2012-01-05 03:00:00",1,0,1,1,8.2,12.88,61,0,0,4,4
"238","2011-12-10 10:00:00",4,0,0,1,13.12,15.15,57,16.9979,31,161,192
"239","2012-12-08 17:00:00",4,0,0,1,15.58,19.695,87,8.9981,77,268,345
"240","2011-02-10 04:00:00",1,0,1,2,5.74,6.82,59,15.0013,0,1,1
"241","2011-01-04 04:00:00",1,0,1,1,5.74,9.09,63,6.0032,0,2,2
"242","2011-08-17 10:00:00",3,0,1,1,31.16,34.09,43,6.0032,27,91,118
"243","2012-10-05 09:00:00",4,0,1,1,24.6,30.305,60,6.0032,58,326,384
"244","2012-02-10 05:00:00",1,0,1,1,9.84,11.365,52,15.0013,0,17,17
"245","2012-05-02 06:00:00",2,0,1,3,22.96,26.515,84,0,3,117,120
"246","2012-11-09 00:00:00",4,0,1,1,13.94,15.15,49,22.0028,9,46,55
"247","2011-11-11 10:00:00",4,1,0,1,13.12,13.635,42,36.9974,38,162,200
"248","2012-06-13 17:00:00",2,0,1,1,29.52,32.575,32,32.9975,75,782,857
"249","2011-03-09 20:00:00",1,0,1,2,13.12,15.91,87,12.998,4,87,91
"250","2012-03-02 03:00:00",1,0,1,1,13.12,15.91,57,12.998,0,3,3
"251","2011-11-05 20:00:00",4,0,0,1,13.12,17.425,66,0,29,136,165
"252","2011-12-07 13:00:00",4,0,1,3,18.04,21.97,100,12.998,5,28,33
"253","2011-10-12 16:00:00",4,0,1,2,22.96,26.515,88,15.0013,5,50,55
"254","2012-01-04 14:00:00",1,0,1,2,5.74,6.06,46,16.9979,6,69,75
"255","2011-06-09 19:00:00",2,0,1,2,34.44,37.12,39,22.0028,55,271,326
"256","2012-02-15 03:00:00",1,0,1,1,11.48,15.91,75,0,0,3,3
"257","2011-09-15 04:00:00",3,0,1,1,24.6,28.79,78,7.0015,2,5,7
"258","2011-10-13 00:00:00",4,0,1,2,22.14,25.76,94,8.9981,1,14,15
"259","2012-02-15 18:00:00",1,0,1,1,16.4,20.455,40,15.0013,9,459,468
"260","2011-05-06 18:00:00",2,0,1,3,22.14,25.76,52,23.9994,85,385,470
"261","2012-02-03 05:00:00",1,0,1,1,10.66,12.88,60,15.0013,0,17,17
"262","2012-01-12 04:00:00",1,0,1,3,14.76,17.425,93,12.998,0,2,2
"263","2012-07-09 23:00:00",3,0,1,2,28.7,32.575,65,7.0015,22,109,131
"264","2012-06-09 11:00:00",2,0,0,1,31.16,33.335,35,0,218,351,569
"265","2011-02-13 18:00:00",1,0,0,1,16.4,20.455,32,19.9995,17,78,95
"266","2011-05-08 05:00:00",2,0,0,2,18.04,21.97,77,0,0,5,5
"267","2011-05-11 16:00:00",2,0,1,1,27.06,31.06,39,0,49,240,289
"268","2011-07-12 09:00:00",3,0,1,1,31.98,36.365,55,32.9975,27,149,176
"269","2012-02-06 22:00:00",1,0,1,1,12.3,15.15,65,8.9981,4,83,87
"270","2011-05-17 20:00:00",2,0,1,1,23.78,27.275,83,27.9993,30,253,283
"271","2011-02-11 05:00:00",1,0,1,1,3.28,6.06,63,6.0032,0,4,4
"272","2012-04-17 17:00:00",2,0,1,1,26.24,30.305,25,19.9995,108,673,781
"273","2011-06-17 17:00:00",2,0,1,3,31.16,34.09,40,12.998,85,467,552
"274","2011-08-05 05:00:00",3,0,1,1,26.24,29.545,78,6.0032,0,16,16
"275","2012-08-17 16:00:00",3,0,1,2,34.44,12.12,32,30.0026,116,372,488
"276","2012-06-14 00:00:00",2,0,1,1,24.6,31.06,53,19.9995,3,45,48
"277","2012-12-05 18:00:00",4,0,1,1,17.22,21.21,35,30.0026,29,580,609
"278","2011-02-16 13:00:00",1,0,1,1,17.22,21.21,30,23.9994,13,80,93
"279","2011-04-02 21:00:00",2,0,0,1,13.12,15.15,61,16.9979,24,53,77
"280","2011-08-16 04:00:00",3,0,1,1,26.24,30.305,69,19.9995,0,5,5
"281","2011-10-04 15:00:00",4,0,1,1,23.78,27.275,56,19.0012,28,166,194
"282","2011-01-02 20:00:00",1,0,0,1,12.3,13.635,39,23.9994,5,17,22
"283","2011-11-08 00:00:00",4,0,1,1,13.94,17.425,87,6.0032,0,18,18
"284","2012-05-16 13:00:00",2,0,1,1,29.52,32.575,42,0,77,273,350
"285","2011-01-12 08:00:00",1,0,1,1,6.56,8.335,59,11.0014,3,125,128
"286","2012-06-06 16:00:00",2,0,1,1,26.24,31.06,41,8.9981,107,345,452
"287","2011-07-02 02:00:00",3,0,0,1,26.24,31.06,53,0,9,43,52
"288","2011-08-10 13:00:00",3,0,1,1,33.62,36.365,38,19.0012,41,150,191
"289","2011-01-16 14:00:00",1,0,0,1,11.48,13.635,36,16.9979,22,69,91
"290","2011-12-01 04:00:00",4,0,1,1,10.66,12.12,56,19.0012,0,1,1
"291","2012-04-04 16:00:00",2,0,1,2,26.24,31.06,44,19.0012,86,304,390
"292","2011-07-12 18:00:00",3,0,1,1,35.26,40.15,47,19.9995,39,472,511
"293","2012-06-04 02:00:00",2,0,1,1,22.96,26.515,60,15.0013,1,10,11
"294","2012-05-03 06:00:00",2,0,1,2,18.86,22.725,88,11.0014,8,128,136
"295","2011-11-06 06:00:00",4,0,0,1,10.66,14.395,81,6.0032,5,11,16
"296","2011-02-10 13:00:00",1,0,1,1,7.38,8.335,29,19.9995,3,59,62
"297","2011-02-19 11:00:00",1,0,0,1,18.04,21.97,16,39.0007,47,76,123
"298","2011-10-12 04:00:00",4,0,1,3,22.14,25.76,94,26.0027,1,6,7
"299","2012-07-09 17:00:00",3,0,1,1,31.98,34.85,40,11.0014,108,741,849
"300","2012-12-08 23:00:00",4,0,0,2,16.4,20.455,94,0,18,144,162
"301","2011-02-08 22:00:00",1,0,1,1,4.92,5.305,33,23.9994,0,29,29
"302","2012-05-02 08:00:00",2,0,1,2,22.96,26.515,88,0,26,640,666
"303","2011-12-05 17:00:00",4,0,1,1,17.22,21.21,77,0,16,430,446
"304","2012-09-09 13:00:00",3,0,0,1,27.88,31.82,39,0,238,491,729
"305","2011-05-11 06:00:00",2,0,1,1,18.86,22.725,82,8.9981,6,93,99
"306","2011-05-03 04:00:00",2,0,1,1,21.32,25,88,15.0013,3,1,4
"307","2012-10-15 11:00:00",4,0,1,2,24.6,29.545,73,26.0027,88,175,263
"308","2011-09-13 15:00:00",3,0,1,1,30.34,33.335,51,19.9995,35,145,180
"309","2012-10-16 17:00:00",4,0,1,1,21.32,25,39,12.998,104,839,943
"310","2012-06-10 00:00:00",2,0,0,1,27.06,31.06,69,7.0015,33,125,158
"311","2012-04-06 13:00:00",2,0,1,1,18.04,21.97,33,22.0028,173,238,411
"312","2012-10-11 06:00:00",4,0,1,1,14.76,17.425,50,11.0014,1,158,159
"313","2011-04-09 22:00:00",2,0,0,2,14.76,17.425,93,8.9981,21,66,87
